medicine_name,price,quantity,availability
Eritestin 500mg Injection,251,197,available
Nimic 100mg Tablet,220,138,available
Cekrast Oral Suspension,330,150,available
Junicef 1000mg Injection,207,167,available
Emetran 72 Capsule,273,80,available
Yes P 50mg Tablet,381,233,available
Xelocel 500mg Tablet,87,214,available
Eltrox 500mg Injection,371,281,available
Unac-SP Tablet,302,214,available
Megcoxib-MR Tablet,99,187,available
Drovit 40mg Injection,285,165,available
Lemak 500mg Injection,428,232,available
Rabilite D 30mg/20mg Capsule SR,458,259,available
Epicure 50 mg/100 mg Tablet,191,258,available
Cefdex 1000mg Injection,185,70,available
Apimont-L Kid Syrup,100,179,available
Thionof-A Tablet,444,117,available
Megmabend Leo 400mg/150mg Tablet,126,204,available
Enica 500mg Injection,206,74,available
Amoxent 1000 Tablet,324,237,available
Morxone 125mg Injection,472,61,available
Alihist 8mg Tablet,406,65,available
Pizot 4000mg/500mg Injection,130,173,available
L. Pam 1mg Tablet,391,274,available
Lacolep 100mg Tablet,34,73,available
Mebizest-Forte Injection,220,113,available
Atpartc 25mg Tablet,300,7,limited
Picofin Tablet,287,49,available
Sumo L Spas Tablet,240,18,limited
Fusi-B Cream,99,9,limited
Amdonex AT 5mg/50mg Tablet,55,13,limited
Tazoquit 1000mg Injection,401,292,available
Oflokos 50mg Oral Suspension,183,90,available
Maxtrim Suspension,249,25,limited
Cheston 4 mg/50 mg Tablet DT,375,22,limited
Orzit S 1000mg/500mg Injection,498,203,available
Zeetor 10 Tablet,500,148,available
Omixin 500mg Injection,377,242,available
Verzit 500mg Tablet,373,93,available
Calmox Capsule,442,258,available
IMEDIAB M 2 TABLET,422,267,available
Normet Tablet,173,267,available
Taxclav 50 mg/31.25 mg Dry Syrup,15,181,available
Supracetron 4mg Injection,90,257,available
Triexer 2 Kit,374,219,available
Moxponat Dry Syrup,71,295,available
Pantonil-D 10mg/40mg Tablet,349,273,available
Hedosat 10mg Syrup,309,243,available
Numlo-TM 5 Tablet,25,139,available
Amiford 10 Tablet,342,44,available
Garanate 60mg Injection,284,242,available
Kyopod 200mg/125mg Tablet XL,474,226,available
Clobevent S Cream,18,35,available
Mahanac Plus Tablet,238,228,available
Strozagel 40mg Injection,208,126,available
Sofcef 250mg Injection,467,80,available
Relkof LS Syrup,50,22,limited
Retrazith 500mg Tablet,386,274,available
Uxo 120mg Tablet,418,196,available
Katron 2mg Drop,200,260,available
Chipsin-Forte Tablet,384,178,available
Rabasia-L Capsule SR,355,14,limited
Lecenta 5mg Syrup,44,131,available
Tadlam Tablet,279,156,available
Levera XR 1000 Tablet,246,229,available
Megeetron 40mg Tablet,141,228,available
Prolin + 200 SR Tablet,280,16,limited
CTX 1000mg Injection,363,166,available
Elixi OZ Oral Suspension,269,29,limited
Genurax CV 500mg/125mg Tablet,299,213,available
Ageflux OLX Capsule SR,427,272,available
Albiflam-SP Tablet,498,194,available
Tuxyne Forte Tablet,346,277,available
Altab L 6mg/400mg Tablet,387,199,available
Radoross 20mg Tablet,368,247,available
Fosabest Tablet,215,70,available
Laza 30mg Tablet,206,77,available
Nidsone Cream,194,129,available
Orvastin 40mg Tablet,425,182,available
Dare 500mg Tablet,478,217,available
Tgmet-P 15mg/500mg Tablet,424,273,available
Valric Tablet,296,196,available
Eltram 37.5mg/325mg Tablet,465,211,available
Flusort 150mg Tablet,361,207,available
Yoplin-T 4gm/0.5gm Injection,273,1,limited
Mefinda GCL 80mg/500mg Tablet,398,285,available
Dipadase-SP Tablet,33,281,available
Dicostra 75mg Injection,454,65,available
Cleftar-S 1.5gm Injection,426,299,available
Zeriox-LS Syrup,438,195,available
Azidoz 250mg Tablet,340,32,available
Gatidrops HS Eye Drop,87,264,available
Agmamol 500mg Tablet,328,73,available
M-Lone 40 Injection,202,285,available
C Prox 200mg Tablet,205,108,available
Zolfresh 6.25mg Tablet CR,47,123,available
Thiomax AP 100mg/8mg Tablet,277,229,available
Deminy 40mg Tablet,38,290,available
Bfix 200mg Tablet,425,231,available
AZIROM 500 MG TABLET,481,283,available
Oforniya OZ 200mg/500mg Tablet,299,27,limited
Floken-D Eye/Ear Drops,284,164,available
Fortral KT 10mg Tablet,16,219,available
Zenisulide P 100mg/325mg Tablet,392,209,available
Lyzid Injection,145,78,available
Anginac SP 100mg/325mg/15mg Tablet,217,259,available
Kufact Syrup,81,117,available
Wikxon 250mg Injection,46,16,limited
Febrinest 650mg Tablet,98,121,available
Osys 200mg Tablet,474,200,available
SV Chrono 200mg/87mg Tablet,36,270,available
Gemdec 25mg Injection,243,171,available
Tramatech 100mg Injection,334,220,available
Estepod 200mg Tablet DT,410,100,available
Godnac CZ 100mg/325mg/250mg Tablet,411,174,available
Acecloflam 100 mg/325 mg/250 mg Tablet,86,125,available
Belatin 2.5mg Syrup,186,161,available
Oflovis D Eye Drop,403,25,limited
Tigifib 160mg Tablet,60,49,available
Telcure 20 Tablet,410,215,available
Licenil 5% Lotion,310,263,available
Ritocom 50 mg/200 mg Tablet,25,207,available
Epilive 100mg Injection,348,109,available
Arpinim 100mg Tablet,309,286,available
Iverdoz 12mg Tablet,336,102,available
Dexroid 4mg Injection,38,122,available
Diotex P 50mg/325mg Tablet,363,97,available
Cebran 250 Tablet,192,86,available
A Nil Tablet,154,231,available
Triexer Forte 2 Tablet,429,109,available
Impeed 20mg Tablet,479,24,limited
Ethasyl 500 Tablet,295,38,available
Gofloxin-OZ Tablet,422,0,out_of_stock
M Cold Plus Syrup,453,216,available
Ultican 100 Capsule,324,172,available
Nadibact Cream,105,67,available
Cyclochek Capsule SR,420,158,available
Lynx Suspension,447,221,available
Cyposung Syrup,167,14,limited
Esosap 40mg Capsule,325,11,limited
Evervog 0.3mg Tablet,368,81,available
O.FEX 180mg Tablet,456,216,available
Eprex 8000IU Injection,333,245,available
Noxprin 60mg Injection,161,77,available
Cardiking 5mg Tablet,290,210,available
Dapashot-M 10/500 Tablet ER,215,68,available
Cefipal CV 200mg/125mg Tablet,30,90,available
Carvenol 25 Tablet,57,142,available
Fexocop 120mg Tablet,368,238,available
IDEBEST 45MG TABLET,388,262,available
Progeny 300mg Tablet SR,435,189,available
Eraclav 1000 Tablet,189,284,available
Rabopin DSR 30mg/20mg Capsule,254,256,available
Festive Eye/Ear Drops,301,205,available
Flustan 200mg Tablet,282,140,available
Emkacin 500mg Injection,68,87,available
Glimkar-PG 1 Tablet ER,192,299,available
Q Lim 500mg/500mg Injection,180,273,available
Amivon 500mg Injection,352,244,available
Hylizer 1.37gm Syrup,216,229,available
Afix O 200mg/200mg Tablet,332,195,available
Cortibrook 6mg Tablet,446,270,available
Glimiran MV 1mg/500mg/0.2mg Tablet,324,260,available
Onlord 10mg Tablet,174,75,available
Rabitart-LSR Capsule,171,297,available
Glimighty PM2 Tablet ER,95,81,available
Emeenac-SP Tablet,348,252,available
Odiglim 1mg Tablet,390,193,available
B Zone S 500mg/250mg Injection,57,269,available
Acioff-DSR Capsule,59,255,available
Docsunate AB 150mg Injection,198,293,available
Varnflo OZ 500mg/200mg Tablet,311,172,available
UD 300mg Tablet,46,59,available
Ladex-P Syrup,79,66,available
Telo Cil 10mg/40mg Tablet,471,89,available
Foliculin 150IU Injection,171,125,available
Sedase D 50mg/10mg Tablet,151,179,available
LD gard-LC Tablet,500,162,available
Glucorix M 1 Tablet ER,233,149,available
Zoamet S Nasal Spray/Drop,421,23,limited
Ceftagos 500mg Injection,368,250,available
Atpark 100mg Tablet,159,200,available
Analiv 100 mg/250 mg Tablet,113,46,available
Medikul Eye Drop,27,226,available
Bestogesic Plus 100 mg/325 mg Tablet,452,77,available
Xymet 0.05% Nasal Drops,422,91,available
Dolopar 250 Suspension,237,125,available
Delpod 200mg Tablet,484,191,available
Nimsutech 100mg Tablet MD,394,112,available
Ethixime O 200mg/200mg Tablet,202,89,available
Inat 50mg/1.5mg Tablet,137,127,available
Linco 300mg Injection,417,93,available
NS 500ml Infusion,383,40,available
Etorbee-CH 60mg/4mg Tablet,389,241,available
Clofirst-AS 150 Tablet,60,164,available
Nodycin 100mg/5ml Syrup,286,46,available
Gabankit NT 400mg/10mg Tablet,51,278,available
Oliplan 10mg Tablet,367,99,available
Dobycap 500mg Capsule,92,149,available
Ondisure Oral Drops,115,180,available
Luzarn 1% Lotion,198,10,limited
Sono-MB Syrup,452,171,available
App.UP Plus Syrup,153,121,available
Vizcral O Oral Suspension,381,17,limited
KEFLEX 250MG CAPSULE,227,226,available
Benidin M 4mg/25mg Tablet SR,165,28,limited
Meltaz 1mg Tablet MD,371,173,available
Clavogard 250mg/125mg Tablet,149,76,available
Aceclovik SP 100mg/325mg/15mg Tablet,492,0,out_of_stock
Welligra AM Tablet,113,34,available
Fil CV 500 mg/125 mg Tablet,225,177,available
Vayclav Dry Syrup,410,99,available
U Cef 750mg Injection,321,178,available
Solvas 10mg Tablet,172,132,available
Cricef SB 500mg/250mg Injection,347,263,available
Ctnim 425 Tablet,216,171,available
Veprex 500mg Tablet ER,98,154,available
Adgaba 300mg Tablet,374,185,available
Tagacef CV 200mg/125mg Tablet,48,17,limited
Hdec 25mg Injection,33,284,available
Cefclik 100mg Tablet DT,473,70,available
Rotavac 5D Oral vaccine,11,33,available
Glx 8mg Injection,416,5,limited
Jivocob-Plus Injection,308,191,available
Zofenol TH 100mg/4mg Tablet,296,74,available
Antegy M 20mg/10mg Tablet,309,65,available
Nutrol AX Syrup,122,14,limited
Terbigud 250mg Tablet,384,76,available
Flu Ocd 100mg Tablet,305,35,available
Ibitor 10mg Tablet,188,243,available
Myoflam Tablet,136,226,available
Oset 8mg Tablet,392,71,available
Stercef 1000mg Injection,401,24,limited
Xaio T 100mg Injection,308,163,available
Glimvale 3mg Tablet,56,200,available
Pregastar 75 Capsule,237,45,available
Telefix H 40mg/12.5mg Tablet,473,28,limited
Ofloxichem-OZ Tablet,138,167,available
Tanox OZ Tablet,158,259,available
Ambro PD Syrup,341,195,available
Cefcon Tablet,29,15,limited
Janbery XT Syrup,263,160,available
Telmiprime Trio 80mg/5mg/12.5mg Tablet,139,286,available
KETONIC 10MG TABLET,188,286,available
Ezm 0.25mg Tablet,72,152,available
Alcarb 450 Injection,225,39,available
Geftinix 250mg Tablet,405,93,available
Itraroot 100mg Capsule,248,92,available
Relax MB Tablet,397,187,available
Rabeprom 20mg Tablet,443,77,available
Chigat 400mg Tablet,152,178,available
Rosclav Syrup,98,211,available
Gletmet-PG2 Tablet PR,255,138,available
Neepod AZ 200mg/250mg Tablet,355,29,limited
Nid 100mg Tablet,167,274,available
Tenfree 0.5mg Tablet SR,279,196,available
Nudiglue Forte Tablet,438,269,available
Eurolide 3.75mg Depot Injection,319,158,available
Celovan 1gm Injection,250,240,available
Tagcef 200mg Tablet,105,6,limited
Montu-L Tablet,390,154,available
Almor 1gm Injection,281,290,available
Doxipreg OD 20mg/20mg Tablet,145,287,available
Bioval 200mg Oral Solution,453,166,available
Stenfix-O Tablet,354,210,available
Thiofast 8mg Tablet,344,13,limited
Rablik-ISR 20mg/150mg Capsule,422,152,available
Valance Oral Solution,179,163,available
Diaox Plus 200mg/500mg Tablet,486,151,available
Amicelo 10mg Injection,328,75,available
Clone 1mg Tablet,296,192,available
Abend 400mg Tablet,351,279,available
Genericart Olmesartan Medoxomil+Amlodipine 20mg/5mg Tablet,138,21,limited
Justmet GP 2mg/850mg Tablet SR,222,71,available
Timsart M 40mg/25mg Tablet,402,12,limited
Aramis 100mg Tablet,81,133,available
Etoworld 90mg Tablet,499,53,available
Gramocef 100mg Tablet DT,40,118,available
Tear Aid Eye Drop,381,109,available
Acloriz-SP Tablet,164,43,available
Taurmox Kid 125mg Tablet,244,67,available
Aelonac Plus Oral Suspension,144,240,available
Accuzon 250 Injection,192,173,available
Kofpause A Syrup,368,56,available
Nexapam Plus Tablet,273,28,limited
Asart HT 50 mg/12.5 mg Tablet,390,291,available
Cobazep 5 Tablet,207,73,available
Jiyomox LB 500mg Tablet,107,210,available
D.P.F OD Tablet,35,286,available
Maladin 100mg Tablet,264,179,available
Agress Plus 5mg/2mg Tablet,395,296,available
Grenate 5mg Tablet,271,228,available
New Travisight-T Eye Drop,242,234,available
Dinchal 50mg/325mg Tablet,349,160,available
Cefanz AZ 200mg/200mg Tablet,354,221,available
Filtim-OZ 200mg/500mg Tablet,98,80,available
Azamra 200mg Suspension,70,117,available
Ofeclo MR 250mg/50mg/325mg Tablet,300,141,available
Oricox T 60mg/4mg Tablet,329,16,limited
Paxi CR Forte Tablet,143,94,available
Omiros O Oral Suspension,163,167,available
Entrogyl 100 mg/100 mg Syrup,372,156,available
Zome Tablet MR,406,17,limited
Telwik 40mg Tablet,66,126,available
Metgli Forte 1mg/500mg Tablet,338,192,available
Velixone S 1000mg/500mg Injection,308,266,available
Omidx D 10mg/20mg Capsule,444,231,available
Trozo 200mg Tablet,91,209,available
Orbone Plus Tablet,96,219,available
Fixicom 50mg Tablet,169,166,available
Effy 100mg Tablet,468,254,available
Olopat Eye Drop,457,296,available
Oraflora Oral Gel,478,92,available
Zithobac 250 Tablet,495,271,available
MH Zole D 10mg/40mg Tablet,216,300,available
Dicloryn SP 50mg/325mg/10mg Tablet,171,234,available
Rosulife CV  20mg/75mg Tablet,114,24,limited
Oflocare 200mg Infusion,500,227,available
MOLAR LACTATE 1/6 INFUSION,328,145,available
Eptiba Infusion,149,115,available
Painvoid-MR Tablet,109,72,available
Toraflam-T 8mg/8mg Tablet,60,180,available
Liveril U 150mg Tablet,308,294,available
Coguperin 60mg Injection,154,93,available
Nindra 0.25mg Tablet,35,249,available
Ondax 4mg Tablet MD,61,3,limited
Meflax Oral Suspension,100,11,limited
Gliclataj 30mg Tablet,12,191,available
Quinomac 300mg Injection,130,0,out_of_stock
Olee 7.5mg Tablet,492,261,available
Occumox Injection,134,187,available
Topfen SP 100mg/325mg/15mg Tablet,109,236,available
Pyremol Plus IB 400 mg/325 mg Tablet,434,117,available
L Zin 5mg Tablet,477,233,available
Montua LC 5mg/10mg Tablet,470,192,available
Labicef 100mg Tablet,86,141,available
Avicillin Kid 125mg Tablet,131,216,available
Matrol 50mg Tablet SR,230,132,available
Sefox T 250mg Tablet,148,177,available
Zypyra 750mg Tablet,209,266,available
Terapress 1 Tablet,248,81,available
MYAMBUTOL 200MG TABLET,385,198,available
Orlica 60 Capsule,156,112,available
Cibis  Tablet,249,137,available
Atevas 10mg Tablet,265,248,available
Clavilite Kid 200mg/28.5mg Tablet,261,168,available
Fexofix AM 100mg/120mg/200mg Tablet,453,197,available
Duloxis 60mg Tablet,392,245,available
Vomikool 2mg/5ml Syrup,226,82,available
Lipicure 10 Tablet,29,119,available
Acenal Safe 100mg Tablet,23,127,available
Scanil 5% Lotion,488,144,available
Sarglipm 500mg/20mg Tablet,356,8,limited
Pancarmin Tablet,46,231,available
Olmax 20 Tablet,226,213,available
Conifix CV 200mg/125mg Tablet,143,80,available
Mic Sef 500mg Tablet,319,139,available
Xetopam 20mg Tablet,45,225,available
Gastop-D 30mg/40mg Capsule SR,381,254,available
Sudophin Tablet,257,62,available
Zirotis 250 Tablet,417,259,available
Ceftime 250mg Injection,175,278,available
Unipenem S 1000mg/500mg Injection,164,197,available
Stalace-P 100mg/325mg Tablet,493,125,available
Kasaflox 400mg Tablet,177,223,available
Cinavol D 15mg/20mg Tablet,24,223,available
Taratad 5mg Tablet,141,283,available
Notra-D Syrup,448,67,available
Moxileb 500mg Tablet,214,284,available
Ornizole 500mg Tablet,322,170,available
Lotep 0.5% Eye Drop,41,243,available
Eunerve Plus Injection,360,34,available
Roziflox-OZ Tablet,216,120,available
Albins 400mg Tablet,101,297,available
Abiflu 150 Tablet,124,31,available
Glicort 6 Tablet,144,73,available
GATRI OZ 200 MG/500 MG TABLET,260,225,available
Nico Droxil 250mg Tablet,91,216,available
Ric-Ceft Injection,321,146,available
Omenor D 10mg/20mg Capsule,124,99,available
Vrety 25mg Tablet,381,82,available
Megalox 250mg/250mg Injection,35,253,available
Nutraflam-SP Tablet,80,42,available
Zithnovo 500mg Tablet,435,107,available
Teniva-M Tablet ER,285,15,limited
Olme-Dalcare H 40/25 Tablet,368,190,available
Lax Suspension,409,89,available
Alfuzin 10mg Tablet ER,110,202,available
Etory P 60mg/325mg Tablet,16,12,limited
Syl Tmf 500mg/250mg Tablet,189,11,limited
Nimuglide Plus 100mg/325mg Tablet,58,207,available
Ofqub OZ 200mg/500mg Tablet,235,50,available
Rashceaz 6 Tablet,141,239,available
Glansunate 60mg Injection,277,217,available
Myth 16mg Tablet,407,210,available
Dykay SP Tablet,26,280,available
Angioblok 5mg Tablet,72,266,available
Gesic-Ell SP Tablet,436,188,available
StayHappi Aripiprazole 15mg Tablet,158,260,available
Preva RS 10 Capsule,332,201,available
Bromifax Eye Drop,237,167,available
Oxyphar CV Dry Syrup,482,119,available
Montek 4mg Tablet,384,193,available
Falcinil Lfx 80 mg/480 mg Tablet,71,104,available
Tsartan 40mg Tablet,134,230,available
Sinate Tablet,404,277,available
Amleod 5mg Tablet,499,176,available
Rajcin 500 Tablet,260,195,available
Overnac XL Tablet,251,1,limited
Telminorm R Tablet,290,26,limited
Clindalix N Gel,224,60,available
Copil A 75mg/75mg Tablet,434,236,available
Amoclavs 250mg/50mg Injection,356,266,available
Flamset-SP Tablet,365,216,available
Faronem Syrup,71,117,available
Diaglic M 80mg/500mg Tablet,464,216,available
Sysgesic 650mg Tablet,251,206,available
Uniclor 500mg Capsule,363,51,available
Zim-O Tablet,211,116,available
Pantobak-DSR Capsule,84,197,available
Ace 650mg Tablet,228,219,available
Regan 10mg Tablet,100,36,available
Kapihung Syrup,140,94,available
Dracef 100mg Tablet DT,413,261,available
Oflirox 200 Tablet,350,61,available
Nippo Cold Tablet,207,216,available
Winfix 100mg Tablet,144,94,available
Letroheal 2.5mg Tablet,312,93,available
Ucef 1gm Injection,500,52,available
Xeldin 20mg Tablet,27,212,available
Mahatax O 200mg/200mg Tablet,340,257,available
Benpod 50mg Dry Syrup,97,169,available
U-Clav 625 Tablet,45,263,available
Moxal 500mg Capsule,253,295,available
Rejunex Forte Injection,301,243,available
Storpid 10mg/75mg Tablet,103,134,available
Itrovis 200mg Capsule,239,173,available
Uri-LB 625 Tablet,168,272,available
Dezist Syrup,209,92,available
Librium 10 Tablet,91,238,available
Novomine PB 750mg/75mg Capsule,140,75,available
Cefidoc 200mg Tablet DT,219,111,available
Rosumac 40 Tablet,39,28,limited
Fluticare Cream,372,263,available
Panlon D Tablet,282,280,available
Cipam Plus Tablet,259,96,available
Nuva Ring Device,77,104,available
Avumol 650mg Tablet,358,53,available
Metrate XL 12.5 Tablet,26,62,available
Segitan H 40mg/12.5mg Tablet,392,191,available
Bluclox P 125 mg/125 mg Tablet,496,35,available
Actiderm 100mg Capsule,243,26,limited
Zomcid 20mg Capsule,10,280,available
Bioctum 500 Tablet,25,92,available
Ciplox Eye/Ear Drops,45,7,limited
Mepride 3mg Tablet,341,119,available
Malciquin 300mg Tablet,405,145,available
Lomat 40mg Capsule,173,224,available
Inoxim 200mg Tablet DT,159,43,available
Terbibond 250mg Tablet,205,163,available
Zator 5mg Tablet,475,2,limited
Rabdyme-D Capsule SR,340,124,available
Zydol 100mg Tablet,388,187,available
Zotaxime 100mg Tablet DT,178,46,available
ESGIPYRIN T 325 MG/37.5 MG TABLET,473,192,available
Malnate 150mg Injection,252,24,limited
Elbenol 400mg Tablet,373,15,limited
Sheath-N Tablet SR,348,242,available
Bortenat 2mg Injection,443,189,available
Mucovert 600 Tablet,329,193,available
Telminita C 40mg/6.25mg Tablet,385,127,available
